condition,frame,speed_kmh,distance_m,iso,gt_width_mm,crack_px,max_comp_len,detected
crack_d65_ISO100_V60,frame_000026.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO100_V60,frame_000027.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO100_V60,frame_000028.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO100_V60,frame_000029.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO100_V60,frame_000030.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO100_V60,frame_000031.png,60,6.5,100,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000038.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000039.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000040.png,60,6.5,200,0.3,43,12.5,0
crack_d65_ISO200_V60,frame_000041.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000042.png,60,6.5,200,0.3,324,21.1,1
crack_d65_ISO200_V60,frame_000043.png,60,6.5,200,0.3,108,11.2,0
crack_d65_ISO200_V60,frame_000044.png,60,6.5,200,0.3,118,16.3,0
crack_d65_ISO200_V60,frame_000045.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000046.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000047.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000048.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000049.png,60,6.5,200,0.3,488,19.7,1
crack_d65_ISO200_V60,frame_000050.png,60,6.5,200,0.3,175,12.2,1
crack_d65_ISO200_V60,frame_000051.png,60,6.5,200,0.3,105,10.8,0
crack_d65_ISO200_V60,frame_000052.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000053.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO200_V60,frame_000054.png,60,6.5,200,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000038.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000039.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000040.png,60,6.5,400,0.3,452,15.6,1
crack_d65_ISO400_V60,frame_000041.png,60,6.5,400,0.3,1191,25.1,1
crack_d65_ISO400_V60,frame_000042.png,60,6.5,400,0.3,5809,106.8,1
crack_d65_ISO400_V60,frame_000043.png,60,6.5,400,0.3,2296,55.5,1
crack_d65_ISO400_V60,frame_000044.png,60,6.5,400,0.3,138,13.0,0
crack_d65_ISO400_V60,frame_000045.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000046.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000047.png,60,6.5,400,0.3,2477,57.3,1
crack_d65_ISO400_V60,frame_000048.png,60,6.5,400,0.3,5377,249.2,1
crack_d65_ISO400_V60,frame_000049.png,60,6.5,400,0.3,3794,81.9,1
crack_d65_ISO400_V60,frame_000050.png,60,6.5,400,0.3,1221,34.7,1
crack_d65_ISO400_V60,frame_000051.png,60,6.5,400,0.3,10,4.2,0
crack_d65_ISO400_V60,frame_000052.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO400_V60,frame_000053.png,60,6.5,400,0.3,0,0.0,0
crack_d65_ISO800_V60,frame_000035.png,60,6.5,800,0.3,86,12.5,0
crack_d65_ISO800_V60,frame_000036.png,60,6.5,800,0.3,1802,68.6,1
crack_d65_ISO800_V60,frame_000037.png,60,6.5,800,0.3,10721,186.2,1
crack_d65_ISO800_V60,frame_000038.png,60,6.5,800,0.3,17302,475.7,1
crack_d65_ISO800_V60,frame_000039.png,60,6.5,800,0.3,16208,226.5,1
crack_d65_ISO800_V60,frame_000040.png,60,6.5,800,0.3,6173,128.2,1
crack_d65_ISO800_V60,frame_000041.png,60,6.5,800,0.3,1697,58.1,1
crack_d65_ISO800_V60,frame_000042.png,60,6.5,800,0.3,1799,137.6,1
crack_d65_ISO800_V60,frame_000043.png,60,6.5,800,0.3,10714,603.6,1
crack_d65_ISO800_V60,frame_000044.png,60,6.5,800,0.3,13351,612.2,1
crack_d65_ISO800_V60,frame_000045.png,60,6.5,800,0.3,16997,486.9,1
crack_d65_ISO800_V60,frame_000046.png,60,6.5,800,0.3,9731,301.9,1
crack_d65_ISO800_V60,frame_000047.png,60,6.5,800,0.3,4592,179.5,1
crack_d65_ISO800_V60,frame_000048.png,60,6.5,800,0.3,169,29.7,1
crack_d65_ISO1600_V60,frame_000030.png,60,6.5,1600,0.3,0,0.0,0
crack_d65_ISO1600_V60,frame_000031.png,60,6.5,1600,0.3,0,0.0,0
crack_d65_ISO1600_V60,frame_000032.png,60,6.5,1600,0.3,421,24.7,1
crack_d65_ISO1600_V60,frame_000033.png,60,6.5,1600,0.3,984,31.1,1
crack_d65_ISO1600_V60,frame_000034.png,60,6.5,1600,0.3,3668,74.5,1
crack_d65_ISO1600_V60,frame_000035.png,60,6.5,1600,0.3,4122,68.2,1
crack_d65_ISO1600_V60,frame_000036.png,60,6.5,1600,0.3,236,17.7,1
crack_d65_ISO1600_V60,frame_000037.png,60,6.5,1600,0.3,16,5.8,0
crack_d65_ISO1600_V60,frame_000038.png,60,6.5,1600,0.3,0,0.0,0
crack_d65_ISO1600_V60,frame_000039.png,60,6.5,1600,0.3,0,0.0,0
crack_d65_ISO1600_V60,frame_000040.png,60,6.5,1600,0.3,1900,57.3,1
crack_d65_ISO1600_V60,frame_000041.png,60,6.5,1600,0.3,1634,51.6,1
crack_d65_ISO1600_V60,frame_000042.png,60,6.5,1600,0.3,262,27.2,1
crack_d65_ISO1600_V60,frame_000043.png,60,6.5,1600,0.3,19,7.8,0
crack_d65_ISO1600_V60,frame_000044.png,60,6.5,1600,0.3,0,0.0,0
crack_d65_ISO1600_V60,frame_000045.png,60,6.5,1600,0.3,0,0.0,0
crack_d25_ISO100_V80,frame_000014.png,80,2.5,100,0.3,0,0.0,0
crack_d25_ISO100_V80,frame_000015.png,80,2.5,100,0.3,0,0.0,0
crack_d25_ISO100_V80,frame_000016.png,80,2.5,100,0.3,0,0.0,0
crack_d25_ISO100_V80,frame_000017.png,80,2.5,100,0.3,2555,147.8,1
crack_d25_ISO100_V80,frame_000018.png,80,2.5,100,0.3,13663,1065.9,1
crack_d25_ISO100_V80,frame_000019.png,80,2.5,100,0.3,17171,688.0,1
crack_d25_ISO100_V80,frame_000020.png,80,2.5,100,0.3,861,22.8,1
crack_d25_ISO100_V80,frame_000021.png,80,2.5,100,0.3,2059,79.4,1
crack_d25_ISO100_V80,frame_000022.png,80,2.5,100,0.3,15225,734.8,1
crack_d25_ISO100_V80,frame_000023.png,80,2.5,100,0.3,40148,2010.9,1
crack_d25_ISO100_V80,frame_000024.png,80,2.5,100,0.3,28155,1056.0,1
crack_d25_ISO100_V80,frame_000025.png,80,2.5,100,0.3,6116,117.6,1
crack_d25_ISO100_V80,frame_000026.png,80,2.5,100,0.3,705,66.6,1
crack_d25_ISO100_V80,frame_000027.png,80,2.5,100,0.3,0,0.0,0
crack_d25_ISO200_V80,frame_000014.png,80,2.5,200,0.3,0,0.0,0
crack_d25_ISO200_V80,frame_000015.png,80,2.5,200,0.3,8,5.0,0
crack_d25_ISO200_V80,frame_000016.png,80,2.5,200,0.3,1963,118.6,1
crack_d25_ISO200_V80,frame_000017.png,80,2.5,200,0.3,13420,643.3,1
crack_d25_ISO200_V80,frame_000018.png,80,2.5,200,0.3,23867,638.1,1
crack_d25_ISO200_V80,frame_000019.png,80,2.5,200,0.3,25560,1083.8,1
crack_d25_ISO200_V80,frame_000020.png,80,2.5,200,0.3,8006,158.6,1
crack_d25_ISO200_V80,frame_000021.png,80,2.5,200,0.3,9025,614.8,1
crack_d25_ISO200_V80,frame_000022.png,80,2.5,200,0.3,36223,1024.6,1
crack_d25_ISO200_V80,frame_000023.png,80,2.5,200,0.3,51103,2470.8,1
crack_d25_ISO200_V80,frame_000024.png,80,2.5,200,0.3,48428,2078.2,1
crack_d25_ISO200_V80,frame_000025.png,80,2.5,200,0.3,23455,535.3,1
crack_d25_ISO200_V80,frame_000026.png,80,2.5,200,0.3,2902,121.9,1
crack_d25_ISO200_V80,frame_000027.png,80,2.5,200,0.3,0,0.0,0
crack_d25_ISO400_V80,frame_000009.png,80,2.5,400,0.3,0,0.0,0
crack_d25_ISO400_V80,frame_000010.png,80,2.5,400,0.3,0,0.0,0
crack_d25_ISO400_V80,frame_000011.png,80,2.5,400,0.3,1230,134.2,1
crack_d25_ISO400_V80,frame_000012.png,80,2.5,400,0.3,1331,78.4,1
crack_d25_ISO400_V80,frame_000013.png,80,2.5,400,0.3,5398,92.7,1
crack_d25_ISO400_V80,frame_000014.png,80,2.5,400,0.3,13865,453.5,1
crack_d25_ISO400_V80,frame_000015.png,80,2.5,400,0.3,13517,282.6,1
crack_d25_ISO400_V80,frame_000016.png,80,2.5,400,0.3,2767,157.0,1
crack_d25_ISO400_V80,frame_000017.png,80,2.5,400,0.3,7181,390.6,1
crack_d25_ISO400_V80,frame_000018.png,80,2.5,400,0.3,9662,192.8,1
crack_d25_ISO400_V80,frame_000019.png,80,2.5,400,0.3,15443,367.8,1
crack_d25_ISO400_V80,frame_000020.png,80,2.5,400,0.3,14966,697.3,1
crack_d25_ISO400_V80,frame_000021.png,80,2.5,400,0.3,2284,87.7,1
crack_d25_ISO400_V80,frame_000022.png,80,2.5,400,0.3,135,26.4,0
crack_d25_ISO800_V80,frame_000012.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO800_V80,frame_000013.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO800_V80,frame_000014.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO800_V80,frame_000015.png,80,2.5,800,0.3,25,8.5,0
crack_d25_ISO800_V80,frame_000016.png,80,2.5,800,0.3,8,5.0,0
crack_d25_ISO800_V80,frame_000017.png,80,2.5,800,0.3,19,8.9,0
crack_d25_ISO800_V80,frame_000018.png,80,2.5,800,0.3,1399,78.5,1
crack_d25_ISO800_V80,frame_000019.png,80,2.5,800,0.3,1271,55.8,1
crack_d25_ISO800_V80,frame_000020.png,80,2.5,800,0.3,499,24.2,1
crack_d25_ISO800_V80,frame_000021.png,80,2.5,800,0.3,261,34.4,1
crack_d25_ISO800_V80,frame_000022.png,80,2.5,800,0.3,2210,59.9,1
crack_d25_ISO800_V80,frame_000023.png,80,2.5,800,0.3,620,27.8,1
crack_d25_ISO800_V80,frame_000024.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO800_V80,frame_000025.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO800_V80,frame_000026.png,80,2.5,800,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000022.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000023.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000024.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000025.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000026.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000027.png,80,2.5,1600,0.3,42,10.8,0
crack_d25_ISO1600_V80,frame_000028.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000029.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000030.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000031.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000032.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000033.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000034.png,80,2.5,1600,0.3,0,0.0,0
crack_d25_ISO1600_V80,frame_000035.png,80,2.5,1600,0.3,0,0.0,0
crack_d35_ISO100_V80,frame_000031.png,80,3.5,100,0.3,0,0.0,0
crack_d35_ISO100_V80,frame_000032.png,80,3.5,100,0.3,0,0.0,0
crack_d35_ISO100_V80,frame_000033.png,80,3.5,100,0.3,380,25.8,1
crack_d35_ISO100_V80,frame_000034.png,80,3.5,100,0.3,2030,111.9,1
crack_d35_ISO100_V80,frame_000035.png,80,3.5,100,0.3,4528,106.9,1
crack_d35_ISO100_V80,frame_000036.png,80,3.5,100,0.3,6039,166.4,1
crack_d35_ISO100_V80,frame_000037.png,80,3.5,100,0.3,0,0.0,0
crack_d35_ISO100_V80,frame_000038.png,80,3.5,100,0.3,3387,122.3,1
crack_d35_ISO100_V80,frame_000039.png,80,3.5,100,0.3,8733,637.0,1
crack_d35_ISO100_V80,frame_000040.png,80,3.5,100,0.3,16537,527.0,1
crack_d35_ISO100_V80,frame_000041.png,80,3.5,100,0.3,11224,475.7,1
crack_d35_ISO100_V80,frame_000042.png,80,3.5,100,0.3,750,28.9,1
crack_d35_ISO100_V80,frame_000043.png,80,3.5,100,0.3,0,0.0,0
crack_d35_ISO200_V80,frame_000030.png,80,3.5,200,0.3,0,0.0,0
crack_d35_ISO200_V80,frame_000031.png,80,3.5,200,0.3,0,0.0,0
crack_d35_ISO200_V80,frame_000032.png,80,3.5,200,0.3,148,13.9,0
crack_d35_ISO200_V80,frame_000033.png,80,3.5,200,0.3,4695,238.4,1
crack_d35_ISO200_V80,frame_000034.png,80,3.5,200,0.3,13412,632.0,1
crack_d35_ISO200_V80,frame_000035.png,80,3.5,200,0.3,24462,1042.9,1
crack_d35_ISO200_V80,frame_000036.png,80,3.5,200,0.3,13047,433.3,1
crack_d35_ISO200_V80,frame_000037.png,80,3.5,200,0.3,2104,48.8,1
crack_d35_ISO200_V80,frame_000038.png,80,3.5,200,0.3,12959,671.8,1
crack_d35_ISO200_V80,frame_000039.png,80,3.5,200,0.3,38936,1267.5,1
crack_d35_ISO200_V80,frame_000040.png,80,3.5,200,0.3,39467,1119.6,1
crack_d35_ISO200_V80,frame_000041.png,80,3.5,200,0.3,21990,801.0,1
crack_d35_ISO200_V80,frame_000042.png,80,3.5,200,0.3,4199,154.1,1
crack_d35_ISO400_V80,frame_000025.png,80,3.5,400,0.3,0,0.0,0
crack_d35_ISO400_V80,frame_000026.png,80,3.5,400,0.3,0,0.0,0
crack_d35_ISO400_V80,frame_000027.png,80,3.5,400,0.3,0,0.0,0
crack_d35_ISO400_V80,frame_000028.png,80,3.5,400,0.3,1440,37.3,1
crack_d35_ISO400_V80,frame_000029.png,80,3.5,400,0.3,11095,483.0,1
crack_d35_ISO400_V80,frame_000030.png,80,3.5,400,0.3,21305,684.8,1
crack_d35_ISO400_V80,frame_000031.png,80,3.5,400,0.3,23277,349.4,1
crack_d35_ISO400_V80,frame_000032.png,80,3.5,400,0.3,12081,258.4,1
crack_d35_ISO400_V80,frame_000033.png,80,3.5,400,0.3,9399,607.6,1
crack_d35_ISO400_V80,frame_000034.png,80,3.5,400,0.3,26971,745.3,1
crack_d35_ISO400_V80,frame_000035.png,80,3.5,400,0.3,46185,1006.2,1
crack_d35_ISO400_V80,frame_000036.png,80,3.5,400,0.3,39406,1038.2,1
crack_d35_ISO400_V80,frame_000037.png,80,3.5,400,0.3,25239,1143.1,1
crack_d35_ISO400_V80,frame_000038.png,80,3.5,400,0.3,1614,54.1,1
crack_d35_ISO400_V80,frame_000039.png,80,3.5,400,0.3,24,7.8,0
crack_d35_ISO800_V80,frame_000022.png,80,3.5,800,0.3,0,0.0,0
crack_d35_ISO800_V80,frame_000023.png,80,3.5,800,0.3,0,0.0,0
crack_d35_ISO800_V80,frame_000024.png,80,3.5,800,0.3,11,5.8,0
crack_d35_ISO800_V80,frame_000025.png,80,3.5,800,0.3,199,15.6,1
crack_d35_ISO800_V80,frame_000026.png,80,3.5,800,0.3,362,25.5,1
crack_d35_ISO800_V80,frame_000027.png,80,3.5,800,0.3,520,34.1,1
crack_d35_ISO800_V80,frame_000028.png,80,3.5,800,0.3,727,42.2,1
crack_d35_ISO800_V80,frame_000029.png,80,3.5,800,0.3,1204,48.3,1
crack_d35_ISO800_V80,frame_000030.png,80,3.5,800,0.3,1898,92.1,1
crack_d35_ISO800_V80,frame_000031.png,80,3.5,800,0.3,2061,54.2,1
crack_d35_ISO800_V80,frame_000032.png,80,3.5,800,0.3,2309,69.9,1
crack_d35_ISO800_V80,frame_000033.png,80,3.5,800,0.3,4899,216.5,1
crack_d35_ISO800_V80,frame_000034.png,80,3.5,800,0.3,0,0.0,0
crack_d35_ISO800_V80,frame_000035.png,80,3.5,800,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000016.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000017.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000018.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000019.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000020.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000021.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000022.png,80,3.5,1600,0.3,235,43.8,1
crack_d35_ISO1600_V80,frame_000023.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000024.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000025.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000026.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000027.png,80,3.5,1600,0.3,496,21.6,1
crack_d35_ISO1600_V80,frame_000028.png,80,3.5,1600,0.3,0,0.0,0
crack_d35_ISO1600_V80,frame_000029.png,80,3.5,1600,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000015.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000016.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000017.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000018.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000019.png,80,4.5,100,0.3,367,24.7,1
crack_d45_ISO100_V80,frame_000020.png,80,4.5,100,0.3,1120,52.8,1
crack_d45_ISO100_V80,frame_000021.png,80,4.5,100,0.3,976,57.3,1
crack_d45_ISO100_V80,frame_000022.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO100_V80,frame_000023.png,80,4.5,100,0.3,14,6.4,0
crack_d45_ISO100_V80,frame_000024.png,80,4.5,100,0.3,3549,175.0,1
crack_d45_ISO100_V80,frame_000025.png,80,4.5,100,0.3,4865,306.5,1
crack_d45_ISO100_V80,frame_000026.png,80,4.5,100,0.3,2813,76.8,1
crack_d45_ISO100_V80,frame_000027.png,80,4.5,100,0.3,148,15.2,0
crack_d45_ISO100_V80,frame_000028.png,80,4.5,100,0.3,0,0.0,0
crack_d45_ISO200_V80,frame_000032.png,80,4.5,200,0.3,0,0.0,0
crack_d45_ISO200_V80,frame_000033.png,80,4.5,200,0.3,0,0.0,0
crack_d45_ISO200_V80,frame_000034.png,80,4.5,200,0.3,174,28.3,1
crack_d45_ISO200_V80,frame_000035.png,80,4.5,200,0.3,265,18.4,1
crack_d45_ISO200_V80,frame_000036.png,80,4.5,200,0.3,5833,129.5,1
crack_d45_ISO200_V80,frame_000037.png,80,4.5,200,0.3,3990,90.4,1
crack_d45_ISO200_V80,frame_000038.png,80,4.5,200,0.3,1692,52.6,1
crack_d45_ISO200_V80,frame_000039.png,80,4.5,200,0.3,1768,54.9,1
crack_d45_ISO200_V80,frame_000040.png,80,4.5,200,0.3,7765,340.8,1
crack_d45_ISO200_V80,frame_000041.png,80,4.5,200,0.3,17107,634.4,1
crack_d45_ISO200_V80,frame_000042.png,80,4.5,200,0.3,15561,734.0,1
crack_d45_ISO200_V80,frame_000043.png,80,4.5,200,0.3,10813,437.7,1
crack_d45_ISO200_V80,frame_000044.png,80,4.5,200,0.3,124,22.4,0
crack_d45_ISO400_V80,frame_000021.png,80,4.5,400,0.3,0,0.0,0
crack_d45_ISO400_V80,frame_000022.png,80,4.5,400,0.3,343,21.9,1
crack_d45_ISO400_V80,frame_000023.png,80,4.5,400,0.3,3884,100.0,1
crack_d45_ISO400_V80,frame_000024.png,80,4.5,400,0.3,15737,549.4,1
crack_d45_ISO400_V80,frame_000025.png,80,4.5,400,0.3,22787,780.0,1
crack_d45_ISO400_V80,frame_000026.png,80,4.5,400,0.3,21127,513.0,1
crack_d45_ISO400_V80,frame_000027.png,80,4.5,400,0.3,7227,367.9,1
crack_d45_ISO400_V80,frame_000028.png,80,4.5,400,0.3,13407,835.5,1
crack_d45_ISO400_V80,frame_000029.png,80,4.5,400,0.3,29934,1244.7,1
crack_d45_ISO400_V80,frame_000030.png,80,4.5,400,0.3,33966,1162.1,1
crack_d45_ISO400_V80,frame_000031.png,80,4.5,400,0.3,26262,1343.9,1
crack_d45_ISO400_V80,frame_000032.png,80,4.5,400,0.3,2417,104.1,1
crack_d45_ISO400_V80,frame_000033.png,80,4.5,400,0.3,0,0.0,0
crack_d45_ISO800_V80,frame_000022.png,80,4.5,800,0.3,0,0.0,0
crack_d45_ISO800_V80,frame_000023.png,80,4.5,800,0.3,1285,64.4,1
crack_d45_ISO800_V80,frame_000024.png,80,4.5,800,0.3,578,63.5,1
crack_d45_ISO800_V80,frame_000025.png,80,4.5,800,0.3,3513,65.1,1
crack_d45_ISO800_V80,frame_000026.png,80,4.5,800,0.3,2782,83.2,1
crack_d45_ISO800_V80,frame_000027.png,80,4.5,800,0.3,3291,88.8,1
crack_d45_ISO800_V80,frame_000028.png,80,4.5,800,0.3,5542,399.3,1
crack_d45_ISO800_V80,frame_000029.png,80,4.5,800,0.3,6164,164.2,1
crack_d45_ISO800_V80,frame_000030.png,80,4.5,800,0.3,9136,394.8,1
crack_d45_ISO800_V80,frame_000031.png,80,4.5,800,0.3,8541,674.7,1
crack_d45_ISO800_V80,frame_000032.png,80,4.5,800,0.3,435,47.4,1
crack_d45_ISO800_V80,frame_000033.png,80,4.5,800,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000037.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000038.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000039.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000040.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000041.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000042.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000043.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000044.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000045.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000046.png,80,4.5,1600,0.3,175,24.2,1
crack_d45_ISO1600_V80,frame_000047.png,80,4.5,1600,0.3,400,38.8,1
crack_d45_ISO1600_V80,frame_000048.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000049.png,80,4.5,1600,0.3,0,0.0,0
crack_d45_ISO1600_V80,frame_000050.png,80,4.5,1600,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000009.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000010.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000011.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000012.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000013.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000014.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000015.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000016.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000017.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000018.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000019.png,80,5.5,100,0.3,75,11.4,0
crack_d55_ISO100_V80,frame_000020.png,80,5.5,100,0.3,14,7.1,0
crack_d55_ISO100_V80,frame_000021.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000022.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO100_V80,frame_000023.png,80,5.5,100,0.3,0,0.0,0
crack_d55_ISO200_V80,frame_000019.png,80,5.5,200,0.3,0,0.0,0
crack_d55_ISO200_V80,frame_000020.png,80,5.5,200,0.3,0,0.0,0
crack_d55_ISO200_V80,frame_000021.png,80,5.5,200,0.3,59,9.4,0
crack_d55_ISO200_V80,frame_000022.png,80,5.5,200,0.3,290,17.1,1
crack_d55_ISO200_V80,frame_000023.png,80,5.5,200,0.3,1365,34.8,1
crack_d55_ISO200_V80,frame_000024.png,80,5.5,200,0.3,451,29.1,1
crack_d55_ISO200_V80,frame_000025.png,80,5.5,200,0.3,24,8.1,0
crack_d55_ISO200_V80,frame_000026.png,80,5.5,200,0.3,1668,40.0,1
crack_d55_ISO200_V80,frame_000027.png,80,5.5,200,0.3,5278,162.2,1
crack_d55_ISO200_V80,frame_000028.png,80,5.5,200,0.3,3474,122.9,1
crack_d55_ISO200_V80,frame_000029.png,80,5.5,200,0.3,1997,40.9,1
crack_d55_ISO400_V80,frame_000021.png,80,5.5,400,0.3,0,0.0,0
crack_d55_ISO400_V80,frame_000022.png,80,5.5,400,0.3,0,0.0,0
crack_d55_ISO400_V80,frame_000023.png,80,5.5,400,0.3,49,10.8,0
crack_d55_ISO400_V80,frame_000024.png,80,5.5,400,0.3,3902,178.9,1
crack_d55_ISO400_V80,frame_000025.png,80,5.5,400,0.3,10712,214.2,1
crack_d55_ISO400_V80,frame_000026.png,80,5.5,400,0.3,14856,280.7,1
crack_d55_ISO400_V80,frame_000027.png,80,5.5,400,0.3,567,25.0,1
crack_d55_ISO400_V80,frame_000028.png,80,5.5,400,0.3,2047,99.3,1
crack_d55_ISO400_V80,frame_000029.png,80,5.5,400,0.3,11903,611.3,1
crack_d55_ISO400_V80,frame_000030.png,80,5.5,400,0.3,23479,1197.9,1
crack_d55_ISO400_V80,frame_000031.png,80,5.5,400,0.3,17124,802.6,1
crack_d55_ISO400_V80,frame_000032.png,80,5.5,400,0.3,12910,991.8,1
crack_d55_ISO400_V80,frame_000033.png,80,5.5,400,0.3,35,10.8,0
crack_d55_ISO800_V80,frame_000041.png,80,5.5,800,0.3,0,0.0,0
crack_d55_ISO800_V80,frame_000042.png,80,5.5,800,0.3,0,0.0,0
crack_d55_ISO800_V80,frame_000043.png,80,5.5,800,0.3,0,0.0,0
crack_d55_ISO800_V80,frame_000044.png,80,5.5,800,0.3,788,50.8,1
crack_d55_ISO800_V80,frame_000045.png,80,5.5,800,0.3,1814,41.0,1
crack_d55_ISO800_V80,frame_000046.png,80,5.5,800,0.3,522,30.0,1
crack_d55_ISO800_V80,frame_000047.png,80,5.5,800,0.3,1479,34.1,1
crack_d55_ISO800_V80,frame_000048.png,80,5.5,800,0.3,3433,177.3,1
crack_d55_ISO800_V80,frame_000049.png,80,5.5,800,0.3,9786,599.6,1
crack_d55_ISO800_V80,frame_000050.png,80,5.5,800,0.3,10880,459.5,1
crack_d55_ISO800_V80,frame_000051.png,80,5.5,800,0.3,9724,619.6,1
