metric,group,width_mm,pod
C_M,low,0.14,0.6252009836618251
C_M,low,0.15000000000000002,0.6310338100527062
C_M,low,0.16,0.6368285920803937
C_M,low,0.16999999999999998,0.6425839120954144
C_M,low,0.18,0.648298396121568
C_M,low,0.19,0.6539707148855083
C_M,low,0.2,0.6595995847478143
C_M,low,0.21000000000000002,0.6651837685351937
C_M,low,0.22000000000000003,0.6707220762738021
C_M,low,0.22999999999999998,0.6762133658239977
C_M,low,0.24,0.6816565434171674
C_M,low,0.25,0.6870505640955733
C_M,low,0.26,0.6923944320564621
C_M,low,0.27,0.697687200901963
C_M,low,0.28,0.7029279737965657
C_M,low,0.29,0.708115903534218
C_M,low,0.3,0.7132501925173198
C_M,low,0.31,0.7183300926501014
C_M,low,0.32,0.7233549051490729
C_M,low,0.33,0.7283239802734143
C_M,low,0.33999999999999997,0.7332367169783284
C_M,low,0.35,0.7380925624945307
C_M,low,0.36,0.7428910118371674
C_M,low,0.37,0.7476316072475588
C_M,low,0.38,0.7523139375712573
C_M,low,0.39,0.7569376375759734
C_M,low,0.4,0.7615023872129802
C_M,low,0.41,0.7660079108256395
C_M,low,0.42,0.7704539763087151
C_M,low,0.43,0.7748403942221446
C_M,low,0.44,0.7791670168629232
C_M,low,0.45,0.7834337372987454
C_M,low,0.46,0.7876404883669932
C_M,low,0.47,0.7917872416426289
C_M,low,0.48,0.7958740063784804
C_M,low,0.49,0.7999008284213365
C_M,low,0.5,0.8038677891071973
C_M,low,0.51,0.8077750041389274
C_M,low,0.52,0.8116226224494677
C_M,low,0.53,0.8154108250536588
C_M,low,0.54,0.8191398238916209
C_M,low,0.55,0.8228098606665155
C_M,low,0.56,0.8264212056794034
C_M,low,0.5700000000000001,0.8299741566637869
C_M,low,0.5800000000000001,0.8334690376222994
C_M,low,0.5900000000000001,0.836906197667882
C_M,low,0.6000000000000001,0.8402860098716564
