speed,iso,dist,C_M,L_90,mtf_h,mtf_v,bew_h,bew_v,sigma_motion,width_mm,detected
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.3,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.4,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.5,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.6,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.7,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.8,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,0.9,1
60,400,4.5,0.2749,160.0,0.08852196969696965,0.0944444444444444,6.207449494949495,5.9961111111111105,1.5098266589233345,1.0,1
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.1,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.2,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.3,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.4,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.5,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.6,0
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.7,1
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.8,1
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,0.9,1
60,400,5.5,0.2745,130.0,0.11442071428571425,0.13370153846153846,4.505857142857143,4.0357692307692306,2.0033521102321874,1.0,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.1,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.2,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.3,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.4,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.5,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.6,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.7,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.8,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,0.9,1
60,400,6.5,0.2883,105.0,0.1138041666666666,0.1390798611111111,4.568958333333333,3.839722222222222,2.474972898832748,1.0,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.1,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.2,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.3,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.4,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.5,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.6,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.7,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.8,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,0.9,1
60,800,2.5,0.1833,255.0,0.1291963942307692,0.15696490384615386,4.309615384615385,3.902259615384615,1.8212873497786521,1.0,1
60,800,3.5,0.2379,255.0,0.1184535714285714,0.145535119047619,4.420357142857142,3.9923611111111112,1.8937589866609363,0.1,0
60,800,3.5,0.2379,255.0,0.1184535714285714,0.145535119047619,4.420357142857142,3.9923611111111112,1.8937589866609363,0.2,1
